"creation_date","entity_id","position","impacto","morada","motivo","periodos_condicionamentos","restricao_circulacao","periodos_condicionamentos['date_max']"
"2024-10-03T14:17:00.000Z","EMEL.condicionamentoTransito.COND-2024-5963-1","{""type"":""GeometryCollection"",""geometries"":[{""coordinates"":[[[-9.164746638,38.704482458],[-9.16485795,38.704473562],[-9.164743881,38.704482734],[-9.164747568,38.704481975],[-9.164748575,38.704482734],[-9.164857875,38.704472792]]],""type"":""MultiLineString""}]}","Relevante","Rua Presidente Arriaga, 82, 2A,","MUDANÇAS","[{""end_date"":""1730296800000"",""date_min"":""2024-10-30"",""hour_max"":""14:00:00"",""date_max"":""2024-10-30"",""start_date"":""1730278800000"",""hour_min"":""09:00:00""}]","Estreitamento de via","[""2024-10-30""]"
"2024-10-09T14:13:06.000Z","EMEL.condicionamentoTransito.COND-2023-6368-P-20","{""type"":""GeometryCollection"",""geometries"":[{""coordinates"":[[[-9.132344633,38.715773799],[-9.132422417,38.716096092],[-9.132481425,38.716464425],[-9.132543116,38.716841127],[-9.132561892,38.716966694],[-9.132704049,38.717119467]]],""type"":""MultiLineString""}]}","Relevante","Rua dos Lagares, nº 1 e  66\n","BETONAGENS/CARGAS DESCARGAS","[{""end_date"":""1730305800000"",""date_min"":""2024-10-17"",""hour_max"":""16:30:00"",""date_max"":""2024-10-30"",""start_date"":""1729155600000"",""hour_min"":""10:00:00""}]","Cortes temporários","[""2024-10-30""]"
"2023-12-21T11:43:11.000Z","EMEL.condicionamentoTransito.COND-2023-5423-PA-3","{""type"":""GeometryCollection"",""geometries"":[{""coordinates"":[[[-9.139670923,38.708107191],[-9.139617279,38.707947074]]],""type"":""MultiLineString""}]}","Relevante","Pç_ Município Nº 8-13","CARGAS E DESCARGAS/OBRAS","[{""end_date"":""1735675200000"",""date_min"":""2023-12-31"",""hour_max"":""20:00:00"",""date_max"":""2024-12-31"",""start_date"":""1704009600000"",""hour_min"":""08:00:00""}]","Passeio","[""2024-12-31""]"
"2024-10-14T14:19:48.000Z","EMEL.condicionamentoTransito.COND-2024-6162-1","{""type"":""GeometryCollection"",""geometries"":[{""coordinates"":[[[-9.140124269,38.715892391],[-9.140108175,38.715864138]]],""type"":""MultiLineString""}]}","Relevante","Rua das Portas de Santo Antão - 58 {Casa do Alentejo}","CARGAS E DESCARGAS","[{""end_date"":""1729200600000"",""date_min"":""2024-10-17"",""hour_max"":""22:30:00"",""date_max"":""2024-10-17"",""start_date"":""1729170000000"",""hour_min"":""14:00:00""}]","Estacionamento","[""2024-10-17""]"
"2024-09-23T12:06:00.000Z","EMEL.condicionamentoTransito.COND-2024-5722-1","{""type"":""GeometryCollection"",""geometries"":[{""coordinates"":[[[-9.151897715,38.722545294],[-9.151923867,38.722496641]]],""type"":""MultiLineString""}]}","Relevante","Rua Braamcamp. 48-50","SONDAGENS - PASSEIO E ESTACION.","[{""end_date"":""1729270800000"",""date_min"":""2024-10-07"",""hour_max"":""18:00:00"",""date_max"":""2024-10-18"",""start_date"":""1728284400000"",""hour_min"":""08:00:00""}]","Estacionamento","[""2024-10-18""]"
"2024-02-01T11:12:16.000Z","EMEL.condicionamentoTransito.COND-2024-710-1","{""type"":""GeometryCollection"",""geometries"":[{""coordinates"":[[[-9.151044402,38.721987707],[-9.151030991,38.721972535]]],""type"":""MultiLineString""}]}","Relevante","vários arruamentos","OBRA - PASSEIO E ESTACION.","[{""end_date"":""1738778400000"",""date_min"":""2024-02-05"",""hour_max"":""18:00:00"",""date_max"":""2025-02-05"",""start_date"":""1707120000000"",""hour_min"":""08:00:00""}]","Mantém perfil de via","[""2025-02-05""]"
"2024-09-26T12:58:41.000Z","EMEL.condicionamentoTransito.COND-2024-5823-A-1","{""type"":""GeometryCollection"",""geometries"":[{""coordinates"":[[[-9.166379448,38.717748942],[-9.16638213,38.71779289]]],""type"":""MultiLineString""}]}","Relevante","Rua Francisco Metrass, 32-A","REP. DE COLECTOR/RAMAL- FAIXA DE RODAGEM","[{""end_date"":""1729269000000"",""date_min"":""2024-10-10"",""hour_max"":""17:30:00"",""date_max"":""2024-10-18"",""start_date"":""1728543600000"",""hour_min"":""08:00:00""}]","Estreitamento de via","[""2024-10-18""]"
"2024-01-18T10:26:14.000Z","EMEL.condicionamentoTransito.COND-2023-7304-2","{""type"":""GeometryCollection"",""geometries"":[{""coordinates"":[[[-9.12871447,38.709896887],[-9.12882444,38.709993949],[-9.128824273,38.709993884],[-9.128714805,38.709896494],[-9.12871447,38.70989741],[-9.128824273,38.709994211],[-9.128956874,38.710119266],[-9.12898487,38.710096244],[-9.129074556,38.710196707],[-9.129075227,38.71019566],[-9.128985373,38.710096505],[-9.128956371,38.71011907],[-9.128985457,38.710095819],[-9.129074892,38.710196053],[-9.129205314,38.710012001],[-9.129185868,38.709885637],[-9.129209337,38.709750901],[-9.12882377,38.709994734]]],""type"":""MultiLineString""}]}","Relevante","Largo do Terreiro do Trigo ","OBRA - FAIXA DE RODAGEM","[{""end_date"":""1748538000000"",""date_min"":""2024-01-29"",""hour_max"":""18:00:00"",""date_max"":""2025-05-29"",""start_date"":""1706515200000"",""hour_min"":""08:00:00""}]","Estreitamento de via","[""2025-05-29""]"
"2024-09-23T09:49:35.000Z","EMEL.condicionamentoTransito.COND-2022-3308-37","{""type"":""GeometryCollection"",""geometries"":[{""coordinates"":[[[-9.158034813,38.716752502],[-9.15773977,38.717143852]]],""type"":""MultiLineString""}]}","Relevante","Av.ª Álvares Cabral - estacionamento junto à entrada auto do Liceu Pedro Nunes","OBRA - FAIXA DE RODAGEM","[{""end_date"":""1767052740000"",""date_min"":""2024-09-24"",""hour_max"":""23:59:00"",""date_max"":""2025-12-29"",""start_date"":""1727132400000"",""hour_min"":""00:00:00""}]","Estacionamento","[""2025-12-29""]"
"2024-10-02T08:55:24.000Z","EMEL.condicionamentoTransito.COND-2023-3223-PA-34","{""type"":""GeometryCollection"",""geometries"":[{""coordinates"":[[[-9.163338681,38.720843018],[-9.163306495,38.720833339]]],""type"":""MultiLineString""}]}","Relevante","R. Campo de Ourique 79, 1250-060 Lisboa, Portugal","CARGAS E DESCARGAS/OBRAS","[{""end_date"":""1729870200000"",""date_min"":""2024-10-14"",""hour_max"":""16:30:00"",""date_max"":""2024-10-25"",""start_date"":""1728896400000"",""hour_min"":""10:00:00""}]","Estacionamento","[""2024-10-25""]"
"2024-10-08T13:19:00.000Z","EMEL.condicionamentoTransito.COND-2024-6053-1","{""type"":""GeometryCollection"",""geometries"":[{""coordinates"":[[[-9.151080769,38.722046058],[-9.151059982,38.722004206]]],""type"":""MultiLineString""}]}","Relevante","Alvalade, Av. Novas, Belém, C. Ourique, Campolide, Carnide, Lumiar, Olivais, S. António e S. D. Benfica","OBRA - FAIXA DE RODAGEM","[{""end_date"":""1729544400000"",""date_min"":""2024-10-08"",""hour_max"":""22:00:00"",""date_max"":""2024-10-21"",""start_date"":""1728370800000"",""hour_min"":""08:00:00""}]","Estreitamento de via","[""2024-10-21""]"
"2024-09-27T21:45:50.000Z","EMEL.condicionamentoTransito.COND-2024-5494-PA-2","{""type"":""GeometryCollection"",""geometries"":[{""coordinates"":[[[-9.151480098,38.714537401],[-9.151518654,38.714567224]]],""type"":""MultiLineString""}]}","Relevante","TRAVESSA DA PIEDADE Nº 41","CARGAS E DESCARGAS/OBRAS","[{""end_date"":""1729697400000"",""date_min"":""2024-10-10"",""hour_max"":""16:30:00"",""date_max"":""2024-10-23"",""start_date"":""1728550800000"",""hour_min"":""10:00:00""}]","Mantém perfil de via","[""2024-10-23""]"
"2024-10-07T08:52:12.000Z","EMEL.condicionamentoTransito.COND-2022-4216-PA-53","{""type"":""GeometryCollection"",""geometries"":[{""coordinates"":[[[-9.15265244,38.711006186],[-9.152645734,38.71091148]]],""type"":""MultiLineString""}]}","Relevante","Rua de São Bento, 37-41","BETONAGENS/CARGAS DESCARGAS","[{""end_date"":""1730219400000"",""date_min"":""2024-10-16"",""hour_max"":""16:30:00"",""date_max"":""2024-10-29"",""start_date"":""1729069200000"",""hour_min"":""10:00:00""}]","Estreitamento de via","[""2024-10-29""]"
"2024-10-08T13:17:28.000Z","EMEL.condicionamentoTransito.COND-2024-6052-3","{""type"":""GeometryCollection"",""geometries"":[{""coordinates"":[[[-9.151086267,38.722041821],[-9.151066151,38.722002584]]],""type"":""MultiLineString""}]}","Relevante","Vários arrumamentos nas freguesias de Benfica, Olivais e S. D. Benfica","OBRA - FAIXA DE RODAGEM","[{""end_date"":""1729870200000"",""date_min"":""2024-10-14"",""hour_max"":""16:30:00"",""date_max"":""2024-10-25"",""start_date"":""1728896400000"",""hour_min"":""10:00:00""}]","Estreitamento de via","[""2024-10-25""]"
"2024-10-11T11:12:53.000Z","EMEL.condicionamentoTransito.COND-2024-6124-4","{""type"":""GeometryCollection"",""geometries"":[{""coordinates"":[[[-9.151186225,38.721980096],[-9.151170802,38.721943475]]],""type"":""MultiLineString""}]}","Relevante","Vários arruamentos nas freguesias do Beato, Marvila e S. Vicente","OBRA - FAIXA DE RODAGEM","[{""end_date"":""1730478600000"",""date_min"":""2024-10-21"",""hour_max"":""16:30:00"",""date_max"":""2024-11-01"",""start_date"":""1729501200000"",""hour_min"":""10:00:00""}]","Estreitamento de via","[""2024-11-01""]"
"2024-09-24T14:45:40.000Z","EMEL.condicionamentoTransito.COND-2024-5765-1","{""type"":""GeometryCollection"",""geometries"":[{""coordinates"":[[[-9.095743433,38.766201363],[-9.095790037,38.765437106],[-9.09473157,38.765375541],[-9.094932065,38.763169381],[-9.094914631,38.762839457],[-9.095780984,38.762873966]]],""type"":""MultiLineString""}]}","Relevante","Alameda dos Oceanos | Pavilhão de Portugal e Largo Bartolomeu Dias ","EVENTO","[{""end_date"":""1729450800000"",""date_min"":""2024-10-19"",""hour_max"":""20:00:00"",""date_max"":""2024-10-20"",""start_date"":""1729335600000"",""hour_min"":""12:00:00""}]","Passeio","[""2024-10-20""]"
"2024-05-13T14:12:46.000Z","EMEL.condicionamentoTransito.COND-2024-1856-3","{""type"":""GeometryCollection"",""geometries"":[{""coordinates"":[[[-9.123672169,38.761797449],[-9.123328846,38.761704379],[-9.12343077,38.76132373],[-9.123779457,38.761327913],[-9.123676192,38.761796404]]],""type"":""MultiLineString""}]}","Pouco relevante","Estacionamento camarário da R. Pardal Monteiro junto à Av. Marechal Gomes da Costa","OBRA - PASSEIO E ESTACION.","[{""end_date"":""1735664400000"",""date_min"":""2024-06-01"",""hour_max"":""17:00:00"",""date_max"":""2024-12-31"",""start_date"":""1717225200000"",""hour_min"":""08:00:00""}]","Mantém perfil de via","[""2024-12-31""]"
"2024-10-10T22:27:19.000Z","EMEL.condicionamentoTransito.COND-2024-3091-PA-13","{""type"":""GeometryCollection"",""geometries"":[{""coordinates"":[[[-9.171721967,38.705328265],[-9.171727331,38.705342916],[-9.171532593,38.705586441],[-9.17148029,38.705561324]]],""type"":""MultiLineString""}]}","Relevante","Travessa da Trabuqueta, 14A {Pátio, 1}-14A {Pátio, 2}| Rua Prior do Crato, 25-39\n","CARGAS E DESCARGAS/OBRAS","[{""end_date"":""1732120200000"",""date_min"":""2024-11-07"",""hour_max"":""16:30:00"",""date_max"":""2024-11-20"",""start_date"":""1730973600000"",""hour_min"":""10:00:00""}]","Estreitamento de via","[""2024-11-20""]"
"2024-09-22T17:44:49.000Z","EMEL.condicionamentoTransito.COND-2024-5704-1","{""type"":""GeometryCollection"",""geometries"":[{""coordinates"":[[[-9.166976066,38.722189241],[-9.166966678,38.722227432]]],""type"":""MultiLineString""}]}","Relevante","Rua Maria Pia,622","LIGAÇÃO DE RAMAL - PASSEIO E ESTACION.","[{""end_date"":""1729267200000"",""date_min"":""2024-10-07"",""hour_max"":""17:00:00"",""date_max"":""2024-10-18"",""start_date"":""1728284400000"",""hour_min"":""08:00:00""}]","Passeio","[""2024-10-18""]"
"2024-06-15T22:22:17.000Z","EMEL.condicionamentoTransito.COND-2024-3809-1","{""type"":""GeometryCollection"",""geometries"":[{""coordinates"":[[[-9.169156031,38.714986002],[-9.168834166,38.715096922],[-9.168793933,38.715276906],[-9.168667869,38.715312484],[-9.168539123,38.715004837],[-9.168689327,38.714965073]]],""type"":""MultiLineString""}]}","Relevante","Rua Padre Francisco | Impasse da Rua Padre Francisco {junto ao n.º 11H} | Travessa Bahuto","CARGAS E DESCARGAS/OBRAS","[{""end_date"":""1750266000000"",""date_min"":""2024-06-17"",""hour_max"":""18:00:00"",""date_max"":""2025-06-18"",""start_date"":""1718607600000"",""hour_min"":""08:00:00""}]","Estacionamento","[""2025-06-18""]"
"2024-10-14T13:50:43.000Z","EMEL.condicionamentoTransito.COND-2024-6160-1","{""type"":""GeometryCollection"",""geometries"":[{""coordinates"":[[[-9.150903073,38.726202885],[-9.150756079,38.725907246],[-9.151029664,38.725522221],[-9.151048439,38.725126732],[-9.150919693,38.724871441],[-9.150772172,38.724699852],[-9.150487858,38.724513615],[-9.152520972,38.721108939],[-9.154162484,38.720196533],[-9.155328993,38.719880844],[-9.155704502,38.719705057],[-9.155571406,38.718435287],[-9.155024602,38.716822832],[-9.154885127,38.71610291],[-9.154563262,38.715625749],[-9.154080464,38.715064871],[-9.153383361,38.713965629],[-9.152836191,38.712299686],[-9.153007852,38.712048536]]],""type"":""MultiLineString""}]}","Relevante","Parque Eduardo VII - Assembleia da República","MANIFESTAÇÃO","[{""end_date"":""1731715140000"",""date_min"":""2024-11-15"",""hour_max"":""23:59:00"",""date_max"":""2024-11-15"",""start_date"":""1731681000000"",""hour_min"":""14:30:00""}]","Cortes temporários","[""2024-11-15""]"
"2024-09-16T10:14:56.000Z","EMEL.condicionamentoTransito.COND-2024-5490-1","{""type"":""GeometryCollection"",""geometries"":[{""coordinates"":[[[-9.192519849,38.697748103],[-9.192417925,38.697777409]]],""type"":""MultiLineString""}]}","Pouco relevante","Rua da Junqueira, n.º 200","CARGAS E DESCARGAS","[{""end_date"":""1729697400000"",""date_min"":""2024-10-10"",""hour_max"":""16:30:00"",""date_max"":""2024-10-23"",""start_date"":""1728550800000"",""hour_min"":""10:00:00""}]","Mantém perfil de via","[""2024-10-23""]"
"2024-10-14T13:50:43.000Z","EMEL.condicionamentoTransito.COND-2024-6160-1","{""type"":""GeometryCollection"",""geometries"":[{""coordinates"":[[[-9.150903073,38.726202885],[-9.150756079,38.725907246],[-9.151029664,38.725522221],[-9.151048439,38.725126732],[-9.150919693,38.724871441],[-9.150772172,38.724699852],[-9.150487858,38.724513615],[-9.152520972,38.721108939],[-9.154162484,38.720196533],[-9.155328993,38.719880844],[-9.155704502,38.719705057],[-9.155571406,38.718435287],[-9.155024602,38.716822832],[-9.154885127,38.71610291],[-9.154563262,38.715625749],[-9.154080464,38.715064871],[-9.153383361,38.713965629],[-9.152836191,38.712299686],[-9.153007852,38.712048536]]],""type"":""MultiLineString""}]}","Relevante","Parque Eduardo VII - Assembleia da República","MANIFESTAÇÃO","[{""end_date"":""1731715140000"",""date_min"":""2024-11-15"",""hour_max"":""23:59:00"",""date_max"":""2024-11-15"",""start_date"":""1731681000000"",""hour_min"":""14:30:00""}]","Cortes temporários","[""2024-11-15""]"
"2024-09-30T10:05:38.000Z","EMEL.condicionamentoTransito.COND-2024-5872-1","{""type"":""GeometryCollection"",""geometries"":[{""coordinates"":[[[-9.168181026,38.731220144],[-9.168190079,38.73150889],[-9.168179853,38.73122119],[-9.168091843,38.731310116],[-9.16813677,38.731527721],[-9.169230441,38.732506936],[-9.169235134,38.732389765],[-9.168190414,38.731509936]]],""type"":""MultiLineString""}]}","Relevante","-Viaduto de Campolide","OBRA - FAIXA DE RODAGEM","[{""end_date"":""1729141200000"",""date_min"":""2024-10-14"",""hour_max"":""06:00:00"",""date_max"":""2024-10-17"",""start_date"":""1728939600000"",""hour_min"":""22:00:00""}]","Corte num sentido","[""2024-10-17""]"
"2024-10-03T10:02:19.000Z","EMEL.condicionamentoTransito.COND-2023-7341-PA-20","{""type"":""GeometryCollection"",""geometries"":[{""coordinates"":[[[-9.152417304,38.713992909],[-9.152480336,38.714319396],[-9.152511181,38.714401017],[-9.152552755,38.71440311],[-9.152759285,38.714296374]]],""type"":""MultiLineString""}]}","Relevante","R. da Quintinha nºs 37, 39, 41, 43 e 45 /R.Nova da Piedade nºs 53, 55, 57, 59, 61 e 63 ","BETONAGENS/CARGAS DESCARGAS","[{""end_date"":""1729870200000"",""date_min"":""2024-10-14"",""hour_max"":""16:30:00"",""date_max"":""2024-10-25"",""start_date"":""1728896400000"",""hour_min"":""10:00:00""}]","Estreitamento de via","[""2024-10-25""]"
"2024-07-30T11:30:46.000Z","EMEL.condicionamentoTransito.COND-2024-4704-7","{""type"":""GeometryCollection"",""geometries"":[{""coordinates"":[[[-9.17535417,38.758794184],[-9.175338077,38.758957325],[-9.175351529,38.759599035],[-9.175346165,38.760019432]]],""type"":""MultiLineString""}]}","Relevante"," Rua António Quadros ","PLANTAÇÃO / PODA DE ÁRVORES","[{""end_date"":""1730311200000"",""date_min"":""2024-09-11"",""hour_max"":""18:00:00"",""date_max"":""2024-10-30"",""start_date"":""1726038000000"",""hour_min"":""08:00:00""}]","Estreitamento de via","[""2024-10-30""]"
"2024-10-04T09:46:07.000Z","EMEL.condicionamentoTransito.COND-2023-6088-PA-26","{""type"":""GeometryCollection"",""geometries"":[{""coordinates"":[[[-9.146372251,38.728581979],[-9.146396391,38.728546931]]],""type"":""MultiLineString""}]}","Relevante","Rua Sousa Martins nº 6,","BETONAGENS/CARGAS DESCARGAS","[{""end_date"":""1730133000000"",""date_min"":""2024-10-15"",""hour_max"":""16:30:00"",""date_max"":""2024-10-28"",""start_date"":""1728982800000"",""hour_min"":""10:00:00""}]","Estreitamento de via","[""2024-10-28""]"
"2024-09-13T08:35:14.000Z","EMEL.condicionamentoTransito.COND-2023-393-PA-41","{""type"":""GeometryCollection"",""geometries"":[{""coordinates"":[[[-9.168574291,38.707766053],[-9.168642016,38.707721575]]],""type"":""MultiLineString""}]}","Relevante","Calçada das Necessidades, nº 6","CARGAS E DESCARGAS/OBRAS","[{""end_date"":""1729179000000"",""date_min"":""2024-10-04"",""hour_max"":""16:30:00"",""date_max"":""2024-10-17"",""start_date"":""1728032400000"",""hour_min"":""10:00:00""}]","Estreitamento de via","[""2024-10-17""]"
"2024-09-24T14:22:53.000Z","EMEL.condicionamentoTransito.COND-2024-5763-2","{""type"":""GeometryCollection"",""geometries"":[{""coordinates"":[[[-9.148544641,38.714796382],[-9.148440035,38.714837716]]],""type"":""MultiLineString""}]}","Relevante","R. Eduardo Coelho, nº. 10 - a0-A","CARGAS E DESCARGAS/OBRAS","[{""end_date"":""1730392200000"",""date_min"":""2024-10-18"",""hour_max"":""16:30:00"",""date_max"":""2024-10-31"",""start_date"":""1729242000000"",""hour_min"":""10:00:00""}]","Cortes temporários","[""2024-10-31""]"
"2024-09-24T14:50:55.000Z","EMEL.condicionamentoTransito.COND-2024-3961-PA-5","{""type"":""GeometryCollection"",""geometries"":[{""coordinates"":[[[-9.163168786,38.77436411],[-9.162905929,38.774171729],[-9.16234803,38.77432647],[-9.161666749,38.774807422],[-9.159692643,38.776421722],[-9.160977421,38.776566003],[-9.161277828,38.776494908],[-9.161409256,38.77641754],[-9.161473629,38.776254438],[-9.161508498,38.776068335],[-9.161503134,38.77599724],[-9.162219284,38.775671035]]],""type"":""MultiLineString""}]}","Relevante","Rua Professor Manuel Valadares","OBRA - FAIXA DE RODAGEM","[{""end_date"":""1732989600000"",""date_min"":""2024-10-01"",""hour_max"":""18:00:00"",""date_max"":""2024-11-30"",""start_date"":""1727766000000"",""hour_min"":""08:00:00""}]","Cortes temporários","[""2024-11-30""]"
"2024-04-12T13:54:04.000Z","EMEL.condicionamentoTransito.COND-2024-2143-2","{""type"":""GeometryCollection"",""geometries"":[{""coordinates"":[[[-9.140813093,38.712195269],[-9.140503298,38.7117275]]],""type"":""MultiLineString""}]}","Relevante","Largo do Carmo ","CARGAS E DESCARGAS","[{""end_date"":""1731023940000"",""date_min"":""2024-11-07"",""hour_max"":""23:59:00"",""date_max"":""2024-11-07"",""start_date"":""1730966400000"",""hour_min"":""08:00:00""}]","Estacionamento","[""2024-11-07""]"
"2024-09-24T14:50:55.000Z","EMEL.condicionamentoTransito.COND-2024-3961-PA-5","{""type"":""GeometryCollection"",""geometries"":[{""coordinates"":[[[-9.163168786,38.77436411],[-9.162905929,38.774171729],[-9.16234803,38.77432647],[-9.161666749,38.774807422],[-9.159692643,38.776421722],[-9.160977421,38.776566003],[-9.161277828,38.776494908],[-9.161409256,38.77641754],[-9.161473629,38.776254438],[-9.161508498,38.776068335],[-9.161503134,38.77599724],[-9.162219284,38.775671035]]],""type"":""MultiLineString""}]}","Relevante","Rua Professor Manuel Valadares","OBRA - FAIXA DE RODAGEM","[{""end_date"":""1732989600000"",""date_min"":""2024-10-01"",""hour_max"":""18:00:00"",""date_max"":""2024-11-30"",""start_date"":""1727766000000"",""hour_min"":""08:00:00""}]","Cortes temporários","[""2024-11-30""]"
"2024-10-11T14:15:29.000Z","EMEL.condicionamentoTransito.COND-2024-6134-2","{""type"":""GeometryCollection"",""geometries"":[{""coordinates"":[[[-9.166163108,38.724895493],[-9.166184566,38.724903863]]],""type"":""MultiLineString""}]}","Relevante","Rua francisco rodrigues Lobo, junto ao nº.15","FILMAGENS","[{""end_date"":""1729205940000"",""date_min"":""2024-10-16"",""hour_max"":""23:59:00"",""date_max"":""2024-10-17"",""start_date"":""1729098000000"",""hour_min"":""18:00:00""}]","Estacionamento","[""2024-10-17""]"
"2024-09-11T13:30:59.000Z","EMEL.condicionamentoTransito.COND-2024-5392-1","{""type"":""GeometryCollection"",""geometries"":[{""coordinates"":[[[-9.121686689,38.740617443],[-9.121107331,38.74063418],[-9.120487741,38.740726232],[-9.119683078,38.740989834]]],""type"":""MultiLineString""}]}","Relevante","Viaduto da Av. Carlos Pinhão ","OBRA - FAIXA DE RODAGEM","[{""end_date"":""1729270800000"",""date_min"":""2024-09-20"",""hour_max"":""18:00:00"",""date_max"":""2024-10-18"",""start_date"":""1726815600000"",""hour_min"":""08:00:00""}]","Estreitamento de via","[""2024-10-18""]"
"2024-10-16T08:58:18.000Z","EMEL.condicionamentoTransito.COND-2024-6199-1","{""type"":""GeometryCollection"",""geometries"":[{""coordinates"":[[[-9.116866606,38.76103749],[-9.116831737,38.761027032]]],""type"":""MultiLineString""}]}","Relevante","Rua Cidade da Praia, Lote 362","CARGAS E DESCARGAS","[{""end_date"":""1729270800000"",""date_min"":""2024-10-17"",""hour_max"":""18:00:00"",""date_max"":""2024-10-18"",""start_date"":""1729148400000"",""hour_min"":""08:00:00""}]","Estacionamento","[""2024-10-18""]"
"2024-06-26T08:32:04.000Z","EMEL.condicionamentoTransito.COND-2024-3527-PA-2","{""type"":""GeometryCollection"",""geometries"":[{""coordinates"":[[[-9.185713665,38.76816607],[-9.185955064,38.768427314],[-9.186620252,38.768736822],[-9.188210955,38.768906333],[-9.188854685,38.769031809],[-9.18982028,38.769148919],[-9.190217247,38.769257664],[-9.191161794,38.770021604],[-9.191601677,38.770422073],[-9.19166605,38.77052977],[-9.192257758,38.77110029],[-9.192402597,38.771330321],[-9.192472334,38.77145161],[-9.191978808,38.771777834],[-9.191758867,38.771928398],[-9.191029306,38.772104057],[-9.190455313,38.772279714],[-9.190128084,38.77259757],[-9.190012749,38.772729835],[-9.189975198,38.772749178],[-9.189884003,38.772804594],[-9.189790125,38.772865237],[-9.189478989,38.772990705],[-9.189757939,38.772881966],[-9.190015431,38.772727221],[-9.190173681,38.772549473],[-9.190396305,38.772340358],[-9.190015431,38.77198486],[-9.188426364,38.77044917],[-9.187484908,38.770739848]]],""type"":""MultiLineString""}]}","Relevante","entre a Av. Professor Gama Caeiro e a Estrada da Circunvalação ","OBRAS NO SUBSOLO - FAIXA DE RODAGEM","[{""end_date"":""1751302800000"",""date_min"":""2024-07-01"",""hour_max"":""18:00:00"",""date_max"":""2025-06-30"",""start_date"":""1719817200000"",""hour_min"":""08:00:00""}]","Estreitamento de via","[""2025-06-30""]"
"2024-09-19T02:08:57.000Z","EMEL.condicionamentoTransito.COND-2024-1049-PA-19","{""type"":""GeometryCollection"",""geometries"":[{""coordinates"":[[[-9.141330133,38.716800559],[-9.141555439,38.716649878]]],""type"":""MultiLineString""}]}","Relevante","Rua dos Condes,9-27","CARGAS E DESCARGAS/OBRAS","[{""end_date"":""1729179000000"",""date_min"":""2024-10-05"",""hour_max"":""16:30:00"",""date_max"":""2024-10-17"",""start_date"":""1728118800000"",""hour_min"":""10:00:00""}]","Estreitamento de via","[""2024-10-17""]"
"2024-10-08T15:33:10.000Z","EMEL.condicionamentoTransito.COND-2024-4644-PA-6","{""type"":""GeometryCollection"",""geometries"":[{""coordinates"":[[[-9.214955196,38.709136488],[-9.214091525,38.708973233],[-9.213201699,38.708893698],[-9.212670621,38.708964861],[-9.211238322,38.709362532],[-9.210991558,38.709295556],[-9.210825261,38.709190906],[-9.210647046,38.708766352],[-9.210437833,38.708506817],[-9.210040866,38.708251467],[-9.209000169,38.707623554],[-9.208571016,38.707179825],[-9.208351075,38.706811444],[-9.207827977,38.705724511]]],""type"":""MultiLineString""}]}","Relevante","R. Antão Gonçalves e Av. Ilha da Madeira","OBRA - PASSEIO E ESTACION.","[{""end_date"":""1730912400000"",""date_min"":""2024-10-23"",""hour_max"":""17:00:00"",""date_max"":""2024-11-06"",""start_date"":""1729666800000"",""hour_min"":""08:00:00""}]","Passeio","[""2024-11-06""]"
"2024-09-16T10:14:34.000Z","EMEL.condicionamentoTransito.COND-2024-5489-1","{""type"":""GeometryCollection"",""geometries"":[{""coordinates"":[[[-9.161430481,38.724782999],[-9.161403659,38.724764689]]],""type"":""MultiLineString""}]}","Relevante","Rua Professor Sousa da Câmara 128","AUTOGRUA","[{""end_date"":""1729335600000"",""date_min"":""2024-10-19"",""hour_max"":""12:00:00"",""date_max"":""2024-10-19"",""start_date"":""1729321200000"",""hour_min"":""08:00:00""}]","Estreitamento de via","[""2024-10-19""]"
"2024-09-23T21:57:35.000Z","EMEL.condicionamentoTransito.COND-2024-5741-1","{""type"":""GeometryCollection"",""geometries"":[{""coordinates"":[[[-9.145318614,38.733845574],[-9.145195232,38.734205447],[-9.144723163,38.734289138],[-9.144353019,38.734029695],[-9.144310103,38.733653084],[-9.144621239,38.733418747],[-9.145002113,38.733427116],[-9.145286427,38.733636345],[-9.145318614,38.733843482],[-9.145254241,38.734017142]]],""type"":""MultiLineString""}]}","Relevante","Praça Duque de Saldanha","MANIFESTAÇÃO","[{""end_date"":""1729205940000"",""date_min"":""2024-10-17"",""hour_max"":""23:59:00"",""date_max"":""2024-10-17"",""start_date"":""1729171800000"",""hour_min"":""14:30:00""}]","Estreitamento de via","[""2024-10-17""]"
"2024-09-27T08:45:38.000Z","EMEL.condicionamentoTransito.COND-2024-2034-26","{""type"":""GeometryCollection"",""geometries"":[{""coordinates"":[[[-9.20812694,38.694031553],[-9.208102465,38.693968488]]],""type"":""MultiLineString""}]}","Relevante","Museu Arte Popular\n","CARGAS E DESCARGAS","[{""end_date"":""1730743200000"",""date_min"":""2024-10-28"",""hour_max"":""18:00:00"",""date_max"":""2024-11-04"",""start_date"":""1730102400000"",""hour_min"":""08:00:00""}]","Estreitamento de via","[""2024-11-04""]"
